"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
13271,"Telfair, GA",3,Per capita personal income (dollars) 2,35685
13273,"Terrell, GA",1,Personal income (thousands of dollars),444197
13273,"Terrell, GA",2,Population (persons) 1,8698
13273,"Terrell, GA",3,Per capita personal income (dollars) 2,51069
13275,"Thomas, GA",1,Personal income (thousands of dollars),2726004
13275,"Thomas, GA",2,Population (persons) 1,46054
13275,"Thomas, GA",3,Per capita personal income (dollars) 2,59191
13277,"Tift, GA",1,Personal income (thousands of dollars),2083829
13277,"Tift, GA",2,Population (persons) 1,41708
13277,"Tift, GA",3,Per capita personal income (dollars) 2,49962
13279,"Toombs, GA",1,Personal income (thousands of dollars),1268564
13279,"Toombs, GA",2,Population (persons) 1,27488
13279,"Toombs, GA",3,Per capita personal income (dollars) 2,46150
13281,"Towns, GA",1,Personal income (thousands of dollars),736981
13281,"Towns, GA",2,Population (persons) 1,13184
13281,"Towns, GA",3,Per capita personal income (dollars) 2,55900
13283,"Treutlen, GA",1,Personal income (thousands of dollars),265465
13283,"Treutlen, GA",2,Population (persons) 1,6420
13283,"Treutlen, GA",3,Per capita personal income (dollars) 2,41350
13285,"Troup, GA",1,Personal income (thousands of dollars),3568858
13285,"Troup, GA",2,Population (persons) 1,71513
13285,"Troup, GA",3,Per capita personal income (dollars) 2,49905
13287,"Turner, GA",1,Personal income (thousands of dollars),360081
13287,"Turner, GA",2,Population (persons) 1,9023
13287,"Turner, GA",3,Per capita personal income (dollars) 2,39907
13289,"Twiggs, GA",1,Personal income (thousands of dollars),382658
13289,"Twiggs, GA",2,Population (persons) 1,7728
13289,"Twiggs, GA",3,Per capita personal income (dollars) 2,49516
13291,"Union, GA",1,Personal income (thousands of dollars),1398105
13291,"Union, GA",2,Population (persons) 1,27601
13291,"Union, GA",3,Per capita personal income (dollars) 2,50654
13293,"Upson, GA",1,Personal income (thousands of dollars),1301663
13293,"Upson, GA",2,Population (persons) 1,28358
13293,"Upson, GA",3,Per capita personal income (dollars) 2,45901
13295,"Walker, GA",1,Personal income (thousands of dollars),3256128
13295,"Walker, GA",2,Population (persons) 1,69340
13295,"Walker, GA",3,Per capita personal income (dollars) 2,46959
13297,"Walton, GA",1,Personal income (thousands of dollars),6082823
13297,"Walton, GA",2,Population (persons) 1,109792
13297,"Walton, GA",3,Per capita personal income (dollars) 2,55403
13299,"Ware, GA",1,Personal income (thousands of dollars),1513299
13299,"Ware, GA",2,Population (persons) 1,36222
13299,"Ware, GA",3,Per capita personal income (dollars) 2,41778
13301,"Warren, GA",1,Personal income (thousands of dollars),226738
13301,"Warren, GA",2,Population (persons) 1,5148
13301,"Warren, GA",3,Per capita personal income (dollars) 2,44044
13303,"Washington, GA",1,Personal income (thousands of dollars),937994
13303,"Washington, GA",2,Population (persons) 1,19834
13303,"Washington, GA",3,Per capita personal income (dollars) 2,47292
13305,"Wayne, GA",1,Personal income (thousands of dollars),1331978
13305,"Wayne, GA",2,Population (persons) 1,32132
13305,"Wayne, GA",3,Per capita personal income (dollars) 2,41453
13307,"Webster, GA",1,Personal income (thousands of dollars),102602
13307,"Webster, GA",2,Population (persons) 1,2315
13307,"Webster, GA",3,Per capita personal income (dollars) 2,44321
13309,"Wheeler, GA",1,Personal income (thousands of dollars),184817
13309,"Wheeler, GA",2,Population (persons) 1,7076
13309,"Wheeler, GA",3,Per capita personal income (dollars) 2,26119
13311,"White, GA",1,Personal income (thousands of dollars),1590115
13311,"White, GA",2,Population (persons) 1,29668
13311,"White, GA",3,Per capita personal income (dollars) 2,53597
13313,"Whitfield, GA",1,Personal income (thousands of dollars),5222648
13313,"Whitfield, GA",2,Population (persons) 1,105070
13313,"Whitfield, GA",3,Per capita personal income (dollars) 2,49706
13315,"Wilcox, GA",1,Personal income (thousands of dollars),325276
13315,"Wilcox, GA",2,Population (persons) 1,8904
13315,"Wilcox, GA",3,Per capita personal income (dollars) 2,36531
13317,"Wilkes, GA",1,Personal income (thousands of dollars),564264
13317,"Wilkes, GA",2,Population (persons) 1,9567
13317,"Wilkes, GA",3,Per capita personal income (dollars) 2,58980
13319,"Wilkinson, GA",1,Personal income (thousands of dollars),409117
13319,"Wilkinson, GA",2,Population (persons) 1,8667
13319,"Wilkinson, GA",3,Per capita personal income (dollars) 2,47204
13321,"Worth, GA",1,Personal income (thousands of dollars),907862
13321,"Worth, GA",2,Population (persons) 1,20262
13321,"Worth, GA",3,Per capita personal income (dollars) 2,44806
15001,"Hawaii, HI",1,Personal income (thousands of dollars),12103588
15001,"Hawaii, HI",2,Population (persons) 1,209790
15001,"Hawaii, HI",3,Per capita personal income (dollars) 2,57694
15003,"Honolulu, HI",1,Personal income (thousands of dollars),74587736
15003,"Honolulu, HI",2,Population (persons) 1,998747
15003,"Honolulu, HI",3,Per capita personal income (dollars) 2,74681
15007,"Kauai, HI",1,Personal income (thousands of dollars),4959851
15007,"Kauai, HI",2,Population (persons) 1,73840
15007,"Kauai, HI",3,Per capita personal income (dollars) 2,67170
15901,"Maui + Kalawao, HI*",1,Personal income (thousands of dollars),11052598
15901,"Maui + Kalawao, HI*",2,Population (persons) 1,163769
15901,"Maui + Kalawao, HI*",3,Per capita personal income (dollars) 2,67489
16001,"Ada, ID",1,Personal income (thousands of dollars),41214019
16001,"Ada, ID",2,Population (persons) 1,535799
16001,"Ada, ID",3,Per capita personal income (dollars) 2,76921
16003,"Adams, ID",1,Personal income (thousands of dollars),247280
16003,"Adams, ID",2,Population (persons) 1,4998
16003,"Adams, ID",3,Per capita personal income (dollars) 2,49476
16005,"Bannock, ID",1,Personal income (thousands of dollars),4888197
16005,"Bannock, ID",2,Population (persons) 1,91010
16005,"Bannock, ID",3,Per capita personal income (dollars) 2,53711
16007,"Bear Lake, ID",1,Personal income (thousands of dollars),357173
16007,"Bear Lake, ID",2,Population (persons) 1,6779
16007,"Bear Lake, ID",3,Per capita personal income (dollars) 2,52688
16009,"Benewah, ID",1,Personal income (thousands of dollars),494934
16009,"Benewah, ID",2,Population (persons) 1,10529
16009,"Benewah, ID",3,Per capita personal income (dollars) 2,47007
16011,"Bingham, ID",1,Personal income (thousands of dollars),2591681
16011,"Bingham, ID",2,Population (persons) 1,50889
16011,"Bingham, ID",3,Per capita personal income (dollars) 2,50928
16013,"Blaine, ID",1,Personal income (thousands of dollars),5118177
16013,"Blaine, ID",2,Population (persons) 1,25261
16013,"Blaine, ID",3,Per capita personal income (dollars) 2,202612
16015,"Boise, ID",1,Personal income (thousands of dollars),515654
16015,"Boise, ID",2,Population (persons) 1,8581
16015,"Boise, ID",3,Per capita personal income (dollars) 2,60093
16017,"Bonner, ID",1,Personal income (thousands of dollars),3113525
16017,"Bonner, ID",2,Population (persons) 1,53955
16017,"Bonner, ID",3,Per capita personal income (dollars) 2,57706
16019,"Bonneville, ID",1,Personal income (thousands of dollars),7809455
16019,"Bonneville, ID",2,Population (persons) 1,133644
16019,"Bonneville, ID",3,Per capita personal income (dollars) 2,58435
16021,"Boundary, ID",1,Personal income (thousands of dollars),691033
16021,"Boundary, ID",2,Population (persons) 1,14040
16021,"Boundary, ID",3,Per capita personal income (dollars) 2,49219
16023,"Butte, ID",1,Personal income (thousands of dollars),156066
16023,"Butte, ID",2,Population (persons) 1,2735
16023,"Butte, ID",3,Per capita personal income (dollars) 2,57063
16025,"Camas, ID",1,Personal income (thousands of dollars),81621
16025,"Camas, ID",2,Population (persons) 1,1247
16025,"Camas, ID",3,Per capita personal income (dollars) 2,65454
16027,"Canyon, ID",1,Personal income (thousands of dollars),13389824
16027,"Canyon, ID",2,Population (persons) 1,266892
16027,"Canyon, ID",3,Per capita personal income (dollars) 2,50169
16029,"Caribou, ID",1,Personal income (thousands of dollars),393716
16029,"Caribou, ID",2,Population (persons) 1,7239
16029,"Caribou, ID",3,Per capita personal income (dollars) 2,54388
16031,"Cassia, ID",1,Personal income (thousands of dollars),1543847
16031,"Cassia, ID",2,Population (persons) 1,25976
16031,"Cassia, ID",3,Per capita personal income (dollars) 2,59434
16033,"Clark, ID",1,Personal income (thousands of dollars),41938
16033,"Clark, ID",2,Population (persons) 1,794
16033,"Clark, ID",3,Per capita personal income (dollars) 2,52819
16035,"Clearwater, ID",1,Personal income (thousands of dollars),431182
16035,"Clearwater, ID",2,Population (persons) 1,9151
16035,"Clearwater, ID",3,Per capita personal income (dollars) 2,47119
16037,"Custer, ID",1,Personal income (thousands of dollars),263700
16037,"Custer, ID",2,Population (persons) 1,4597
16037,"Custer, ID",3,Per capita personal income (dollars) 2,57363
16039,"Elmore, ID",1,Personal income (thousands of dollars),1473305
16039,"Elmore, ID",2,Population (persons) 1,29729
16039,"Elmore, ID",3,Per capita personal income (dollars) 2,49558
16041,"Franklin, ID",1,Personal income (thousands of dollars),745298
16041,"Franklin, ID",2,Population (persons) 1,15638
16041,"Franklin, ID",3,Per capita personal income (dollars) 2,47659
16043,"Fremont (includes Yellowstone Park), ID",1,Personal income (thousands of dollars),684831
16043,"Fremont (includes Yellowstone Park), ID",2,Population (persons) 1,14399
16043,"Fremont (includes Yellowstone Park), ID",3,Per capita personal income (dollars) 2,47561
16045,"Gem, ID",1,Personal income (thousands of dollars),1092235
16045,"Gem, ID",2,Population (persons) 1,21857
16045,"Gem, ID",3,Per capita personal income (dollars) 2,49972
16047,"Gooding, ID",1,Personal income (thousands of dollars),1148807
16047,"Gooding, ID",2,Population (persons) 1,16189
16047,"Gooding, ID",3,Per capita personal income (dollars) 2,70962
16049,"Idaho, ID",1,Personal income (thousands of dollars),868313
16049,"Idaho, ID",2,Population (persons) 1,17912
16049,"Idaho, ID",3,Per capita personal income (dollars) 2,48477
16051,"Jefferson, ID",1,Personal income (thousands of dollars),1751702
16051,"Jefferson, ID",2,Population (persons) 1,34854
16051,"Jefferson, ID",3,Per capita personal income (dollars) 2,50258
16053,"Jerome, ID",1,Personal income (thousands of dollars),1281569
16053,"Jerome, ID",2,Population (persons) 1,26056
16053,"Jerome, ID",3,Per capita personal income (dollars) 2,49185
16055,"Kootenai, ID",1,Personal income (thousands of dollars),12582813
16055,"Kootenai, ID",2,Population (persons) 1,188323
16055,"Kootenai, ID",3,Per capita personal income (dollars) 2,66815
16057,"Latah, ID",1,Personal income (thousands of dollars),2361564
16057,"Latah, ID",2,Population (persons) 1,42180
16057,"Latah, ID",3,Per capita personal income (dollars) 2,55988
16059,"Lemhi, ID",1,Personal income (thousands of dollars),503434
16059,"Lemhi, ID",2,Population (persons) 1,8397
16059,"Lemhi, ID",3,Per capita personal income (dollars) 2,59954
16061,"Lewis, ID",1,Personal income (thousands of dollars),214057
16061,"Lewis, ID",2,Population (persons) 1,3728
16061,"Lewis, ID",3,Per capita personal income (dollars) 2,57419
16063,"Lincoln, ID",1,Personal income (thousands of dollars),280022
16063,"Lincoln, ID",2,Population (persons) 1,5556
16063,"Lincoln, ID",3,Per capita personal income (dollars) 2,50400
16065,"Madison, ID",1,Personal income (thousands of dollars),1637866
16065,"Madison, ID",2,Population (persons) 1,55549
16065,"Madison, ID",3,Per capita personal income (dollars) 2,29485
16067,"Minidoka, ID",1,Personal income (thousands of dollars),1189185
16067,"Minidoka, ID",2,Population (persons) 1,22691
16067,"Minidoka, ID",3,Per capita personal income (dollars) 2,52408
16069,"Nez Perce, ID",1,Personal income (thousands of dollars),2561206
16069,"Nez Perce, ID",2,Population (persons) 1,42847
16069,"Nez Perce, ID",3,Per capita personal income (dollars) 2,59776
16071,"Oneida, ID",1,Personal income (thousands of dollars),251199
16071,"Oneida, ID",2,Population (persons) 1,4976
16071,"Oneida, ID",3,Per capita personal income (dollars) 2,50482
16073,"Owyhee, ID",1,Personal income (thousands of dollars),671969
16073,"Owyhee, ID",2,Population (persons) 1,12748
16073,"Owyhee, ID",3,Per capita personal income (dollars) 2,52712
16075,"Payette, ID",1,Personal income (thousands of dollars),1463663
16075,"Payette, ID",2,Population (persons) 1,27662
16075,"Payette, ID",3,Per capita personal income (dollars) 2,52912
16077,"Power, ID",1,Personal income (thousands of dollars),395952
16077,"Power, ID",2,Population (persons) 1,8381
16077,"Power, ID",3,Per capita personal income (dollars) 2,47244
16079,"Shoshone, ID",1,Personal income (thousands of dollars),662905
16079,"Shoshone, ID",2,Population (persons) 1,14074
16079,"Shoshone, ID",3,Per capita personal income (dollars) 2,47101
16081,"Teton, ID",1,Personal income (thousands of dollars),936845
16081,"Teton, ID",2,Population (persons) 1,12932
16081,"Teton, ID",3,Per capita personal income (dollars) 2,72444
16083,"Twin Falls, ID",1,Personal income (thousands of dollars),5188980
16083,"Twin Falls, ID",2,Population (persons) 1,96509
16083,"Twin Falls, ID",3,Per capita personal income (dollars) 2,53767
16085,"Valley, ID",1,Personal income (thousands of dollars),918418
16085,"Valley, ID",2,Population (persons) 1,12777
16085,"Valley, ID",3,Per capita personal income (dollars) 2,71881
16087,"Washington, ID",1,Personal income (thousands of dollars),537510
16087,"Washington, ID",2,Population (persons) 1,11539
16087,"Washington, ID",3,Per capita personal income (dollars) 2,46582
17001,"Adams, IL",1,Personal income (thousands of dollars),3998921
17001,"Adams, IL",2,Population (persons) 1,64109
17001,"Adams, IL",3,Per capita personal income (dollars) 2,62377
17003,"Alexander, IL",1,Personal income (thousands of dollars),249649
17003,"Alexander, IL",2,Population (persons) 1,4594
17003,"Alexander, IL",3,Per capita personal income (dollars) 2,54342
17005,"Bond, IL",1,Personal income (thousands of dollars),803935
17005,"Bond, IL",2,Population (persons) 1,16576
17005,"Bond, IL",3,Per capita personal income (dollars) 2,48500
17007,"Boone, IL",1,Personal income (thousands of dollars),3183210
17007,"Boone, IL",2,Population (persons) 1,53313
17007,"Boone, IL",3,Per capita personal income (dollars) 2,59708
17009,"Brown, IL",1,Personal income (thousands of dollars),314918
17009,"Brown, IL",2,Population (persons) 1,6307
17009,"Brown, IL",3,Per capita personal income (dollars) 2,49932
17011,"Bureau, IL",1,Personal income (thousands of dollars),1776039
17011,"Bureau, IL",2,Population (persons) 1,32486
17011,"Bureau, IL",3,Per capita personal income (dollars) 2,54671
17013,"Calhoun, IL",1,Personal income (thousands of dollars),255685
17013,"Calhoun, IL",2,Population (persons) 1,4224
17013,"Calhoun, IL",3,Per capita personal income (dollars) 2,60531
17015,"Carroll, IL",1,Personal income (thousands of dollars),836614
17015,"Carroll, IL",2,Population (persons) 1,15444
17015,"Carroll, IL",3,Per capita personal income (dollars) 2,54171
17017,"Cass, IL",1,Personal income (thousands of dollars),661009
17017,"Cass, IL",2,Population (persons) 1,12713
