admin_code,admin_level,region_name_en,region_name_ja,country_iso,region_block,occupation_category,occupation_code,occupation_level,wage_value,wage_unit,currency,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
JP-NAT,0,National,全国,JP,,Metal engraving and surface treatment workers,,detailed,771.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal welders and cutters,,detailed,319.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal welders and cutters,,detailed,279.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Metal welders and cutters,,detailed,686.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other metal product manufacturing and processing workers,,detailed,324,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other metal product manufacturing and processing workers,,detailed,284.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other metal product manufacturing and processing workers,,detailed,836,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical products manufacturing workers,,detailed,354.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical products manufacturing workers,,detailed,310.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Chemical products manufacturing workers,,detailed,1110,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Ceramic, stone, and clay products manufacturing workers",,detailed,314.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Ceramic, stone, and clay products manufacturing workers",,detailed,286.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Ceramic, stone, and clay products manufacturing workers",,detailed,837.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Food, beverage, and tobacco products manufacturing workers",,detailed,267.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Food, beverage, and tobacco products manufacturing workers",,detailed,233.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Food, beverage, and tobacco products manufacturing workers",,detailed,453.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Textile, apparel, and fiber products manufacturing workers",,detailed,225.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Textile, apparel, and fiber products manufacturing workers",,detailed,209.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Textile, apparel, and fiber products manufacturing workers",,detailed,342.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Wood and paper products manufacturing workers,,detailed,287.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Wood and paper products manufacturing workers,,detailed,258.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Wood and paper products manufacturing workers,,detailed,638.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Printing and bookbinding workers,,detailed,334.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Printing and bookbinding workers,,detailed,297.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Printing and bookbinding workers,,detailed,615.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Rubber and plastic products manufacturing workers,,detailed,307.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Rubber and plastic products manufacturing workers,,detailed,265.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Rubber and plastic products manufacturing workers,,detailed,694.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other product manufacturing and processing workers (excluding metal products),,detailed,291.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other product manufacturing and processing workers (excluding metal products),,detailed,265.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other product manufacturing and processing workers (excluding metal products),,detailed,626,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, and business machinery assemblers",,detailed,325.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, and business machinery assemblers",,detailed,290.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, and business machinery assemblers",,detailed,1003,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical machinery assemblers,,detailed,291.7,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical machinery assemblers,,detailed,260.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical machinery assemblers,,detailed,786.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile assemblers,,detailed,378.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile assemblers,,detailed,313.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile assemblers,,detailed,1091.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine assemblers,,detailed,300.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine assemblers,,detailed,266.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine assemblers,,detailed,862.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, business, and electrical machinery maintenance and repair workers",,detailed,377.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, business, and electrical machinery maintenance and repair workers",,detailed,326.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"General-purpose, production, business, and electrical machinery maintenance and repair workers",,detailed,1332.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile maintenance and repair workers,,detailed,348.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile maintenance and repair workers,,detailed,309.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Automobile maintenance and repair workers,,detailed,949.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine maintenance and repair workers,,detailed,363.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine maintenance and repair workers,,detailed,326.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other machine maintenance and repair workers,,detailed,1222.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (metal products),,detailed,299.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (metal products),,detailed,267.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (metal products),,detailed,679.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (excluding metal products),,detailed,289,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (excluding metal products),,detailed,266,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Product inspectors (excluding metal products),,detailed,792.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Machine inspectors,,detailed,360.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Machine inspectors,,detailed,320.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Machine inspectors,,detailed,1291,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Painters, coaters, and sign makers",,detailed,313.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Painters, coaters, and sign makers",,detailed,271.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Painters, coaters, and sign makers",,detailed,663.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Draftsmen and other production-related and production-similar workers,,detailed,320.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Draftsmen and other production-related and production-similar workers,,detailed,293.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Draftsmen and other production-related and production-similar workers,,detailed,693.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Railway drivers,,detailed,430.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Railway drivers,,detailed,366.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Railway drivers,,detailed,1513.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Bus drivers,,detailed,330.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Bus drivers,,detailed,260.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Bus drivers,,detailed,645.3,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Taxi drivers,,detailed,327.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Taxi drivers,,detailed,283.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Taxi drivers,,detailed,220.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Passenger car drivers (excluding taxi drivers),,detailed,256.1,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Passenger car drivers (excluding taxi drivers),,detailed,227.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Passenger car drivers (excluding taxi drivers),,detailed,269.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Heavy-duty truck drivers (commercial),,detailed,377.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Heavy-duty truck drivers (commercial),,detailed,299.9,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Heavy-duty truck drivers (commercial),,detailed,390.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Commercial truck drivers (excluding heavy-duty),,detailed,330.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Commercial truck drivers (excluding heavy-duty),,detailed,267.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Commercial truck drivers (excluding heavy-duty),,detailed,405.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Private-use truck drivers,,detailed,327.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Private-use truck drivers,,detailed,287.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Private-use truck drivers,,detailed,534.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other motor vehicle drivers,,detailed,345,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other motor vehicle drivers,,detailed,312.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other motor vehicle drivers,,detailed,497.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft pilots,,detailed,1268.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft pilots,,detailed,1217.7,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Aircraft pilots,,detailed,1749.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Conductors,,detailed,372.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Conductors,,detailed,315.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Conductors,,detailed,1153,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport workers not elsewhere classified,,detailed,332.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport workers not elsewhere classified,,detailed,282.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Transport workers not elsewhere classified,,detailed,684.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
